Serial number,Model,PCB #,Panel (A-B),Shell,Source,Date
C18921088,CGB-JPN-1,"04",1-2,💟 Atomic purple,JP eBay,2024-08-14
C18922517,CGB-JPN-1,"04",1-2,💟 Atomic purple,AU eBay,2025-01-26
C18936581,CGB-JPN-1,"04",8-2,🩷 Berry,JP eBay,2025-05-29
C18942560,CGB-JPN-1,"04",1-1,🤍 Clear translucent,JP eBay,2024-09-03
C18943160,CGB-JPN-1,"04",1-1,🤍 Clear translucent,JP eBay,2024-07-21
C18945684,CGB-JPN-1,"04",1-1,🤍 Clear translucent,JP eBay,2024-08-22
C18946181,CGB-JPN-1,"04",1-2,🤍 Clear translucent,JP eBay,2024-08-05
C18969713,CGB-JPN-1,"04",4-2,🩵 Teal,JP eBay,2024-09-12
C18985340,CGB-JPN-1,"04",?-2,🤍 Clear translucent,US eBay,2024-11-23
C18986268,CGB-JPN-1,"04",4-1,🤍 Clear translucent,JP eBay,2024-07-27
C18994940,CGB-JPN-1,"04",1-2,💜 Grape,JP eBay,2022-08-17
C18996235,CGB-JPN-1,"04",5-2,💜 Grape,JP eBay,2024-08-09
C19004680,CGB-JPN-1,"04",1-2,🤍 Clear translucent,JP eBay,2024-08-14
C19015880,CGB-JPN-1,"04",?-?,🤍 Clear translucent,JP eBay,2024-08-10
C19021104,CGB-JPN-1,"04",1-1,💟 Atomic purple,JP eBay,2022-08-13
C19036850,CGB-JPN-1,"04",1-2,🩵 Teal,US eBay,2024-12-12
C19038431,Missing,"04",1-2,🩵 Teal,JP eBay,2024-08-27
C19038448,CGB-JPN-1,"04",1-2,🩵 Teal,JP eBay,2024-08-05
C19042945,CGB-JPN-1,"04",8-2,🩵 Teal,JP eBay,2024-07-27
C19045798,CGB-JPN-1,"04",1-2,🩵 Teal,JP Yahoo,2022-07-21
C19056135,Missing,"04",5-1,💟 Atomic purple,JP eBay,2023-04-15
C19065996,CGB-JPN-1,"04",?-?,SE Toys'R'Us translucent midnight blue-purple,JP eBay,2024-08-14
C19067116,CGB-JPN-1,"04",2-1,SE Toys'R'Us translucent midnight blue-purple,JP eBay,2024-08-22
C19068699,CGB-JPN-1,"04",1-1,SE Toys'R'Us translucent midnight blue-purple,UK eBay,2024-07-09
C19081502,CGB-JPN-1,"04",2-2,💟 Atomic purple,JP eBay,2024-08-30
C19082412,CGB-JPN-1,"04",1-2,💟 Atomic purple,JP eBay,2023-04-15
C19082583,CGB-JPN-1,"04",1-1,💟 Atomic purple,JP eBay,2023-04-15
C19097392,CGB-JPN-1,"04",5-2,💛 Dandelion,JP eBay,2024-11-24
C19101392,CGB-JPN-1,"04",5-1,🤍 Clear translucent,UK eBay,2024-05-04
C19107194,CGB-JPN-1,"04",12-1,SE Toys'R'Us translucent midnight blue-purple,US eBay,2025-11-30
C19107517,CGB-JPN-1,"04",?-1,SE Toys'R'Us translucent midnight blue-purple,JP eBay,2025-11-12
C19110084,CGB-JPN-1,"04",6-1,🩷 Berry,JP eBay,2024-11-04
C19113083,CGB-JPN-1,"04",10-2,🩷 Berry,JP eBay,2025-11-11
C19122747,CGB-JPN-1,"04",8-2,💜 Grape,US eBay,2025-11-12
C19130939,Missing,"04",1-1,🤍 Clear translucent,JP eBay,2024-09-01
C19133485,CGB-JPN-1,"04",?-?,🤍 Clear translucent,JP eBay,2024-11-06
C19140295,CGB-JPN-1,?,?-?,SE Toys'R'Us translucent midnight blue-purple,US eBay,2024-12-23
C19142628,CGB-JPN-1,"04",?-?,SE Toys'R'Us translucent midnight blue-purple,JP eBay,2025-10-21
C19144142,CGB-JPN-1,?,?-?,SE Toys'R'Us translucent midnight blue-purple,AU eBay,2024-09-12
C19145991,CGB-JPN-1,"04",1-2,SE Toys'R'Us translucent midnight blue-purple,UK Vinted,2024-09-11
C19146339,CGB-JPN-1,"04",1-1,SE Toys'R'Us translucent midnight blue-purple,JP eBay,2024-06-19
C19146364,CGB-JPN-1,"04",1-1,SE Toys'R'Us translucent midnight blue-purple,JP eBay,2022-08-16
C19146909,CGB-JPN-1,"04",8-2,SE Toys'R'Us translucent midnight blue-purple,JP J4U,2025-06-03
C19147037,CGB-JPN-1,"03",6-2,SE Toys'R'Us translucent midnight blue-purple,AU eBay,2024-08-30
C19147805,CGB-JPN-1,"04",1-?,SE Toys'R'Us translucent midnight blue-purple,JP eBay,2025-01-13
C19150812,CGB-JPN-1,"04",3-1,SE Toys'R'Us translucent midnight blue-purple,JP eBay,2024-09-11
C19150856,CGB-JPN-1,"04",4-2,SE Toys'R'Us translucent midnight blue-purple,JP eBay,2025-05-28
